dag,reviewer,param_key,param_val,is_default,seed,app_timeout_rate,delay_succ,delay_all,UtilityScore_all,UtilityScore_succ,energy
wide,R1-6,LAMBDA_GUIDE,0p1,False,3,0.04666666666666667,0.4735940957941358,0.4666762606696193,0.6331305815968314,0.6331305815968314,0.1335654037692121
wide,R1-6,LAMBDA_GUIDE,0p2,False,3,0.04,0.47209048321645203,0.467485179146639,0.5555740474743918,0.5555740474743918,0.13316440306810975
wide,R1-6,LAMBDA_GUIDE,0p4,False,3,0.06,0.4723637179490447,0.47160610683779236,0.554901097374333,0.554901097374333,0.13267910620151066
wide,R1-6,LAMBDA_GUIDE,0,False,3,0.04666666666666667,0.4719465351263713,0.46936792107582276,0.5839606494932804,0.5839606494932804,0.13378194704858007
wide,R1-6,LAMBDA_GUIDE,0p05,False,5,0.06,0.4817214674075328,0.504897871382762,0.5502170320607664,0.5502170320607664,0.13142588798363875
wide,R1-6,LAMBDA_GUIDE,0p1,False,5,0.06666666666666667,0.4547568899154989,0.5019856299718325,0.5211561925077185,0.5211561925077185,0.13095246090359133
wide,R1-6,LAMBDA_GUIDE,0p2,False,5,0.12,0.48928163039360717,0.5081130333207059,0.18193410335562185,0.18193410335562185,0.1264980921938978
wide,R1-6,LAMBDA_GUIDE,0p4,False,5,0.11333333333333333,0.4667767957713751,0.5054374438956009,0.2648697244559398,0.2648697244559398,0.12674620349095664
wide,R1-6,LAMBDA_GUIDE,0,False,5,0.05333333333333334,0.4592810479342088,0.5054174299505257,0.5208148511981624,0.5208148511981624,0.13172317071298548
wide,R1-6,LAMBDA_GUIDE,0p05,False,7,0.0,0.4086325473394953,0.4065419435523356,0.734810180526582,0.734810180526582,0.11870645211772594
wide,R1-6,LAMBDA_GUIDE,0p1,False,7,0.0,0.4035430545891676,0.40088323058596204,0.734984043765068,0.734984043765068,0.11901058466511176
wide,R1-6,LAMBDA_GUIDE,0p2,False,7,0.0,0.4087167493675945,0.4052775210806376,0.734810180526582,0.734810180526582,0.11896120354988872
wide,R1-6,LAMBDA_GUIDE,0p4,False,7,0.0,0.4010197710881463,0.39933139092717357,0.734671020373095,0.734671020373095,0.11909597481931049
wide,R1-6,LAMBDA_GUIDE,0,False,7,0.0,0.40559910493852247,0.4048551705763641,0.7348449609026462,0.7348449609026462,0.11868782698921439
wide,R1-6,LAMBDA_GUIDE,0p05,False,42,0.02,0.4209321398005529,0.42243892582049763,0.6976250936323708,0.6976250936323708,0.12767673968007506
wide,R1-6,LAMBDA_GUIDE,0p1,False,42,0.02,0.4269462535832865,0.42702567817718073,0.6972599937425158,0.6972599937425158,0.12758102939146476
wide,R1-6,LAMBDA_GUIDE,0p2,False,42,0.006666666666666667,0.4260221042608605,0.4275668552249194,0.6971788112619238,0.6971788112619238,0.12733213547581707
wide,R1-6,LAMBDA_GUIDE,0p4,False,42,0.006666666666666667,0.42360522422113683,0.42623926398126716,0.723137872892227,0.723137872892227,0.1276519700290403
wide,R1-6,LAMBDA_GUIDE,0,False,42,0.013333333333333334,0.42840984204052157,0.42729159011673973,0.7115662054591441,0.7115662054591441,0.128062972626383
default,R1-6,BONUS_TO,-14,False,1,0.11333333333333333,1.2530433209127725,1.2214230562333956,0.25410970016698947,0.2515283785001556,0.2053165080741827
default,R1-6,BONUS_TO,-14,False,3,0.13333333333333333,1.3769682965873618,1.3331707182323185,0.10445975371670982,0.10068038630167912,0.22769193515105746
default,R1-6,BONUS_TO,-14,False,5,0.11333333333333333,1.2773666259796832,1.2518230774765384,0.15415460957696012,0.15197916780973303,0.2033865356896258
default,R1-6,BONUS_TO,-14,False,7,0.04,1.09028054835981,1.0778543638462272,0.6372670154468181,0.636622984070392,0.1953879961300108
default,R1-6,BONUS_TO,-14,False,42,0.013333333333333334,1.0929559042277437,1.0872921772792277,0.6300115415305587,0.6297135670261813,0.2004031312766134
default,R1-6,BONUS_TO,-10,False,1,0.10666666666666667,1.2486480021673716,1.2175400018061426,0.17035593700968216,0.16772055016530046,0.20657167739449672
default,R1-6,BONUS_TO,-10,False,3,0.16,1.3621150756747953,1.3009548913506768,-0.15101133292400562,-0.1562191930547251,0.22650913449487475
default,R1-6,BONUS_TO,-10,False,5,0.14666666666666667,1.2831309634213868,1.2499047707371091,-0.06474531510801791,-0.06763025212907268,0.20148554662849918
default,R1-6,BONUS_TO,-10,False,7,0.0,1.0827680973111444,1.076146649526253,0.6669908237838672,0.6666701433699384,0.1961767727517629
default,R1-6,BONUS_TO,-10,False,42,0.02,1.0872593233867511,1.0833872216287028,0.5898482643434036,0.5896280242915624,0.20054503790747885
default,R1-6,BONUS_TO,-7,True,1,0.09333333333333334,1.2487844114618727,1.216395113475148,0.170549975585447,0.16780617436326667,0.20483726081285658
default,R1-6,BONUS_TO,-7,True,3,0.13333333333333333,1.3693188084546548,1.3076822944255373,0.06541004334186588,0.06005593301552221,0.2255656527852566
default,R1-6,BONUS_TO,-7,True,5,0.15333333333333332,1.2767347926816333,1.2451878341453064,-0.018273693431896658,-0.02102381777854451,0.2026109159335889
default,R1-6,BONUS_TO,-7,True,7,0.02666666666666667,1.0921203929195917,1.0815507614860247,0.6177875233123655,0.6172172326547476,0.19562265593413944
default,R1-6,BONUS_TO,-7,True,42,0.04666666666666667,1.0947436760571134,1.0838658907988301,0.5399785780634676,0.5393061924358407,0.20025629021887734
default,R1-6,BONUS_TO,-4,False,1,0.12,1.2494783378391194,1.2189020926136716,0.21245929731414873,0.20991169155248293,0.2039223685601923
default,R1-6,BONUS_TO,-4,False,3,0.09333333333333334,1.3490758826274374,1.3200186825652176,0.2759864935349942,0.2736438175378347,0.2284125979957371
default,R1-6,BONUS_TO,-4,False,5,0.12,1.2882080356335057,1.2690330951734707,0.1935989826458959,0.19198890596274196,0.2025514131600527
default,R1-6,BONUS_TO,-4,False,7,0.02,1.095601631801165,1.0860575121357467,0.6521256598626166,0.6516470299318041,0.19573322333075502
default,R1-6,BONUS_TO,-4,False,42,0.04,1.097098793030843,1.0879115482085806,0.5653425877993549,0.5647972052187747,0.2003860715249036
default,R1-6,BONUS_TO,-2,False,1,0.10666666666666667,1.249025410475452,1.2164008365898704,0.17118051431818992,0.16841738094867972,0.2045271190679158
default,R1-6,BONUS_TO,-2,False,3,0.1,1.3603416041348204,1.3140618965033626,0.23509178602804687,0.23127522785760862,0.22769008562149035
default,R1-6,BONUS_TO,-2,False,5,0.12666666666666668,1.2843879032199004,1.2561103225759198,0.02304640276016064,0.020581509406952962,0.20139132264273868
default,R1-6,BONUS_TO,-2,False,7,0.006666666666666667,1.084739393385984,1.0734338580914786,0.6672608483540109,0.6667135211079089,0.19595400060514284
default,R1-6,BONUS_TO,-2,False,42,0.04,1.0955587849634314,1.0840399650335109,0.5662520120950724,0.5655691753568513,0.19972282902658048
default,R1-6,W_E,0p025,False,1,0.12,1.2476421720340318,1.2135489665876786,0.0848086594364978,0.081856064046824,0.2038828765128152
default,R1-6,W_E,0p05,False,1,0.10666666666666667,1.2539716359215214,1.2179371196433606,0.08398190259026217,0.0808607083488383,0.20473602460924262
default,R1-6,W_E,0p1,False,1,0.12,1.2549172004183617,1.2189665416708115,-0.004438958092663814,-0.0075740742781690825,0.2038107897828041
default,R1-6,W_E,0p2,False,1,0.11333333333333333,1.2500956865731538,1.2168117963233192,0.08477435872589363,0.0818918532293421,0.20415460000277305
default,R1-6,W_E,0,False,1,0.11333333333333333,1.2492319264863536,1.2141035130521431,-0.04687942311758782,-0.04993576639564672,0.20553853271996247
default,R1-6,W_E,0p025,False,3,0.12,1.3547839744161196,1.3130010470523583,0.23447054395944578,0.2310240811201936,0.22676379618514805
default,R1-6,W_E,0p05,False,3,0.12666666666666668,1.3650548251938672,1.3040094303178833,-0.15210207430123224,-0.15729837917422257,0.22618194733354866
default,R1-6,W_E,0p1,False,3,0.11333333333333333,1.3788706176762795,1.317193277669656,0.10786432347143929,0.10254503203771681,0.22981590527369003
default,R1-6,W_E,0p2,False,3,0.14666666666666667,1.3785166988221342,1.3105023571283796,-0.022567929313074445,-0.02849552863619376,0.22712559458917383
default,R1-6,W_E,0,False,3,0.16666666666666666,1.3649903448505885,1.3071592643854517,-0.15305407808881547,-0.15797550101112356,0.2253932361358924
default,R1-6,W_E,0p025,False,5,0.15333333333333332,1.2955183856176604,1.2518445859233436,-0.1517608766411978,-0.15547974969932196,0.20073348765202592
default,R1-6,W_E,0p05,False,5,0.12666666666666668,1.2813872495185115,1.2552893745987588,0.11048135023938867,0.10823259207519571,0.2042528817361913
default,R1-6,W_E,0p1,False,5,0.14666666666666667,1.2809150070039885,1.2481137054631108,-0.14963491233566245,-0.15243023672463488,0.2023573797777676
default,R1-6,W_E,0p2,False,5,0.14,1.281749707805353,1.2458780976296508,-0.06364869004292947,-0.06676372434416676,0.2011550092490007
default,R1-6,W_E,0,False,5,0.12,1.2840074373260455,1.264552517363155,0.021760810610761086,0.020064903047125476,0.20295154670881063
default,R1-6,W_E,0p025,False,7,0.02,1.094067786466673,1.082154793063117,0.6659770656810394,0.6653985309251964,0.19590583566481115
default,R1-6,W_E,0p05,False,7,0.04,1.0938648633256796,1.08004198063776,0.5478533317353298,0.5470091085399702,0.1956153486407476
default,R1-6,W_E,0p1,False,7,0.03333333333333333,1.126557640239939,1.1133685428826121,0.5909786913761478,0.5902296888130999,0.19481898131636777
default,R1-6,W_E,0p2,False,7,0.04666666666666667,1.1309992832529216,1.1147593597059438,0.5407968639687714,0.539794028944271,0.19455455077467493
default,R1-6,W_E,0,False,7,0.02666666666666667,1.0956402732958932,1.0847890514322218,0.6362534686184451,0.6356898928190878,0.1955810187644015
default,R1-6,W_E,0p025,False,42,0.02,1.0891485702453292,1.084860646498912,0.6108839721971531,0.6106495210043958,0.20019353551809813
default,R1-6,W_E,0p05,False,42,0.02666666666666667,1.0917832565603083,1.0826405960354837,0.5900537045320029,0.5895337343471508,0.20000670943322849
default,R1-6,W_E,0p1,False,42,0.04,1.1041216924225543,1.0915644790792662,0.5652959321065655,0.5645503164664535,0.19991643535891734
default,R1-6,W_E,0p2,False,42,0.04666666666666667,1.0929486814863425,1.084379453634102,0.539734277178769,0.5392044502325932,0.2003894510595764
default,R1-6,W_E,0,False,42,0.02,1.0935974556363044,1.088381608298126,0.5657228087014543,0.5654134364741584,0.20022294378156646
default,R1-6,W_D,0p05,False,1,0.09333333333333334,1.2597531462965859,1.23778935150642,0.16650251798460655,0.16463958101515805,0.20491597498046435
default,R1-6,W_D,0p1,False,1,0.08666666666666667,1.2481609048654068,1.227006117550019,0.33150789268115494,0.3298647445918116,0.20546646195382995
default,R1-6,W_D,0p2,False,1,0.07333333333333333,1.255512530411105,1.2346074428202167,0.33042784801068975,0.32880280547377205,0.20581603488119316
default,R1-6,W_D,0p4,False,1,0.11333333333333333,1.2431468467449425,1.211138456374254,-0.002256301562466019,-0.005047691913107698,0.20384130637370831
default,R1-6,W_D,0,False,1,0.11333333333333333,1.249403579585523,1.2175736257906988,0.08416231835736523,0.08140547560621111,0.20388354918010496
default,R1-6,W_D,0p05,False,3,0.14,1.3811064539537132,1.3174633135133402,-0.11192028206873483,-0.1173975737112439,0.22667457717702913
default,R1-6,W_D,0p1,False,3,0.16,1.3784716633051726,1.312469030845828,-0.23983314564518107,-0.245250563387115,0.22640802328266915
default,R1-6,W_D,0p2,False,3,0.14,1.3741013433343698,1.3054623363563294,-0.1536419334782289,-0.15948114971724392,0.22744912480616766
default,R1-6,W_D,0p4,False,3,0.14,1.3867519269607604,1.3196630926176303,-0.02516534882241805,-0.03101148652380407,0.22522497802913502
default,R1-6,W_D,0,False,3,0.12666666666666668,1.3732482654890459,1.3157336470814565,0.0645116975637215,0.059515187549354844,0.22744271136736358
default,R1-6,W_D,0p05,False,5,0.12666666666666668,1.2843373140758996,1.2586031845940528,0.023078984663621547,0.020835812145361992,0.2019999794155268
default,R1-6,W_D,0p1,False,5,0.13333333333333333,1.290865541879804,1.2654026857203815,-0.022434885830480627,-0.02465425185668077,0.20186546019713175
default,R1-6,W_D,0p2,False,5,0.13333333333333333,1.277187082465922,1.2452350854229641,-0.1494383654426171,-0.1521615079317018,0.20277353391011327
default,R1-6,W_D,0p4,False,5,0.14666666666666667,1.2841947145692287,1.2632891049887163,0.022020867239834492,0.020198516555601346,0.20180121613400376
default,R1-6,W_D,0,False,5,0.10666666666666667,1.2741421431685513,1.2605965573982116,0.2789697949397842,0.27788006899444617,0.20322503783058238
default,R1-6,W_D,0p05,False,7,0.013333333333333334,1.0897045810440817,1.0783341229396737,0.6187021492094165,0.6180897445885551,0.19622194507375412
default,R1-6,W_D,0p1,False,7,0.02666666666666667,1.0919264171043273,1.0848927942886188,0.6359206156098087,0.6355551305863318,0.1959202440517921
default,R1-6,W_D,0p2,False,7,0.013333333333333334,1.0933321132983203,1.0837099968124662,0.6522720342847446,0.6517896509816953,0.19612751608773604
default,R1-6,W_D,0p4,False,7,0.006666666666666667,1.0896260719408517,1.0758042766412828,0.6372247205923123,0.6365082361764269,0.19601420320680668
default,R1-6,W_D,0,False,7,0.02666666666666667,1.0841184869017975,1.0743458482989392,0.637567412548167,0.6370613117503403,0.19561067665746304
default,R1-6,W_D,0p05,False,42,0.02,1.0940682942789042,1.085130407993644,0.6109319056301957,0.6104431326262608,0.20030435625917278
default,R1-6,W_D,0p1,False,42,0.03333333333333333,1.0957158089740737,1.0887061937689624,0.6456526583475272,0.6452960465257704,0.1996419151406599
default,R1-6,W_D,0p2,False,42,0.02666666666666667,1.0914492078170202,1.0833525939625517,0.5902087593615967,0.5897484349485809,0.20007384412549756
default,R1-6,W_D,0p4,False,42,0.013333333333333334,1.096458515219909,1.0914473944081806,0.6448419265857421,0.6445865589116881,0.20056112384020658
default,R1-6,W_D,0,False,42,0.013333333333333334,1.09514330467028,1.0868004176922614,0.646186609287293,0.6457626377930454,0.20029737813885368
chain,R1-6,SHIELD_THR_HIGH,1p05,False,1,0.08,1.3728406985255504,1.3486536208302704,0.109303517400523,0.1072189025055806,0.20934127443485
chain,R1-6,SHIELD_THR_HIGH,1p15,False,1,0.09333333333333334,1.3767635393717754,1.359655921759899,0.23421656320500753,0.23280597207469791,0.20944841157260904
chain,R1-6,SHIELD_THR_HIGH,1p1,False,1,0.06,1.3665164599215245,1.3585202735351267,0.39022659831409273,0.3896352846467789,0.21054932681069316
chain,R1-6,SHIELD_THR_HIGH,1p2,False,1,0.10666666666666667,1.3706176856658572,1.3452900306282467,0.1527375913086701,0.15057958840931712,0.20866912489244546
chain,R1-6,SHIELD_THR_HIGH,1p05,False,3,0.10666666666666667,1.5485349979254923,1.5031354318258583,0.21621627345296085,0.2124388885906333,0.23327797896549166
chain,R1-6,SHIELD_THR_HIGH,1p15,False,3,0.16,1.5594091934492962,1.4952491633708362,-0.21628040876721874,-0.22160752298785072,0.23040216697788027
chain,R1-6,SHIELD_THR_HIGH,1p1,False,3,0.14,1.5840156754735448,1.5083973259886774,-0.08849685015869256,-0.09503591558374877,0.23214233204127727
chain,R1-6,SHIELD_THR_HIGH,1p2,False,3,0.14666666666666667,1.550790002331342,1.5011986015697707,-0.1323338547630196,-0.1365804917800987,0.2315834495392582
chain,R1-6,SHIELD_THR_HIGH,1p05,False,5,0.12666666666666668,1.493984880174976,1.4632951755996484,0.0017820359532382559,-0.0008943896464912574,0.20507699033781784
chain,R1-6,SHIELD_THR_HIGH,1p15,False,5,0.14,1.5089906698459374,1.4592665534213816,-0.12805084628430538,-0.1323137538325791,0.2039963483856348
chain,R1-6,SHIELD_THR_HIGH,1p1,False,5,0.12666666666666668,1.5147195825056312,1.4706610271707967,0.0890651429608752,0.08525202049411425,0.2042254012377586
chain,R1-6,SHIELD_THR_HIGH,1p2,False,5,0.09333333333333334,1.519337127153733,1.48231831239838,0.08711378040749156,0.08390900483555211,0.20507666643332126
chain,R1-6,SHIELD_THR_HIGH,1p05,False,7,0.02,1.2089735770470593,1.2003086719105887,0.627073940299131,0.626615204741029,0.19688514627340623
chain,R1-6,SHIELD_THR_HIGH,1p15,False,7,0.006666666666666667,1.221881987200657,1.2125439748059423,0.6411697523035713,0.6406899232569659,0.19776545988127214
chain,R1-6,SHIELD_THR_HIGH,1p1,False,7,0.02,1.2208117199192643,1.209874704192928,0.625107488159286,0.6245260421523205,0.19760332265847352
chain,R1-6,SHIELD_THR_HIGH,1p2,False,7,0.02,1.2185814228223586,1.2080854518153858,0.6561919550944891,0.6556704327110039,0.19721867045663627
chain,R1-6,SHIELD_THR_HIGH,1p05,False,42,0.006666666666666667,1.2345179874714636,1.2239501216400324,0.6372696772692797,0.6367220195608647,0.1971208181973084
chain,R1-6,SHIELD_THR_HIGH,1p15,False,42,0.03333333333333333,1.2569770204753155,1.2423723453674544,0.5768763484597337,0.5760259183421261,0.19632531106395498
chain,R1-6,SHIELD_THR_HIGH,1p1,False,42,0.02666666666666667,1.2283971304326466,1.2184266359400213,0.6025124655088049,0.6019583096675021,0.1973878464876739
chain,R1-6,SHIELD_THR_HIGH,1p2,False,42,0.02666666666666667,1.2364922203246016,1.2281026871051255,0.6012089784877321,0.6007415824814978,0.19713493760182382
chain,R1-6,SHIELD_THR_HIGH,1,False,1,0.09333333333333334,1.372802392572036,1.3566045488233356,0.2751635014175015,0.27385734707866766,0.2088286466475856
chain,R1-6,SHIELD_THR_HIGH,1,False,3,0.18666666666666668,1.5639412781057793,1.4949588946740462,-0.3771135384112216,-0.3822621515548631,0.22928754611496457
chain,R1-6,SHIELD_THR_HIGH,1,False,5,0.14666666666666667,1.5156321516882967,1.4628260302268294,-0.2134879947373393,-0.2178789406540696,0.20881071510054466
chain,R1-6,SHIELD_THR_HIGH,1,False,7,0.02,1.2163553477234803,1.2112768361326978,0.6423815845225912,0.6421213788558638,0.1972266331299208
chain,R1-6,SHIELD_THR_HIGH,1,False,42,0.02666666666666667,1.2334366640704988,1.226253375320072,0.6205607927488682,0.6201754364374455,0.19721657278285165
default,R1-6,SHIELD_THR_HIGH,1p05,False,1,0.12,1.2409760406214267,1.2111532074553315,0.08590951192921466,0.08332730759006593,0.2037406924952112
default,R1-6,SHIELD_THR_HIGH,1p15,False,1,0.12,1.246387016461081,1.2138984271606408,0.21411667265303239,0.21141162730584576,0.20447755369378884
default,R1-6,SHIELD_THR_HIGH,1p1,False,1,0.11333333333333333,1.24053034613276,1.2142454907515177,0.12820418564039227,0.12594891960870128,0.2043399100721759
default,R1-6,SHIELD_THR_HIGH,1p2,False,1,0.10666666666666667,1.2455950401225127,1.2106252331679435,0.04174293654822765,0.038698179919641335,0.20421291842502262
default,R1-6,SHIELD_THR_HIGH,1p05,False,3,0.15333333333333332,1.3734964353531327,1.310877338397006,-0.15381010174008172,-0.1591373488058746,0.22669757152565956
